Número registre,Nom establiment,Codi tipus establiment,Tipus establiment,Codi establiment pare,Titular,Telèfon,Codi tipus de via,Tipus de via,Nom de la via,Número de la via,Quilòmetre,Bloc,Portal,Escala,Pis,Porta,Codi postal,Codi municipi,Municipi,Article municipi,Codi comarca,Comarca,Codi província,Província,Codi ABS,ABS,Codi sector sanitari,Sector sanitari,Codi regió sanitària,Regió sanitària,Longitud,Latitud,Georeferència
A08556790,AMPLIFON CENTRES AUDITIUS,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",,CR,CARRER,RASA,114-116,,,,,,,08221,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,251,Terrassa - E,7843,Vallès Occidental Oest,78,Barcelona,2.008344265,41.563839626,POINT (2.008344265 41.563839626)
V08518794,ÒPTICA LLIÇÀ,V,Òptica,,Mª del Mar Botet Piró,,CR,CARRER,ANSELM CLAVE,64,,,,,,,08186,08107,LLIÇÀ D'AMUNT,,41,VALLES ORIENTAL,08,BARCELONA,315,Vall del Tenes,7842,Vallès Oriental,78,Barcelona,2.239533087,41.607842196,POINT (2.239533087 41.607842196)
A08720513,ÒPTICA UNIVERSITÀRIA,A,Audiopròtesi,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,AV,AVINGUDA,ONZE DE SETEMBRE,6-8,,,,,,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,205,Sant Boi de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.041183982,41.341757403,POINT (2.041183982 41.341757403)
F08008289,"PIERA BALLESTER, FRANCESCA",F,Farmàcia,,Francisca Victoria Piera Ballester,932183810,CR,CARRER,FRANCOLI,23 BIS,,,,,,,08006,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,043,Barcelona - 05B,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.147757105,41.404428014,POINT (2.147757105 41.404428014)
F08005182,"AGUILAR PEYRA, M.VICTORIA",F,Farmàcia,,Ma. Victoria Aguilar Peyra,933020391,RB,RAMBLA,LA RAMBLA,44,,,,,,,08002,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,018,Barcelona - 01C,7846,Barcelona Ciutat Vella,78,Barcelona,2.178389965,41.382405391,POINT (2.178389965 41.382405391)
F08001614,"ARGELAGUET ARGEMI, SANTIAGO",F,Farmàcia,,Santiago Argelaguet Argemí,937450537,CR,CARRER,SANT ANTONI MARIA CLARET,21,,,,,,,08202,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,190,Sabadell - 1A,7844,Vallès Occidental Est,78,Barcelona,2.109754374,41.546729766,POINT (2.109754374 41.546729766)
F43002495,"GRANELL VIVÓ, JOSÉ CARLOS",F,Farmàcia,,José Carlos Granell Vivó,977092435,AV,AVINGUDA,DEL FORNÀS,16,,,,,,,43800,43161,VALLS,,01,ALT CAMP,43,TARRAGONA,263,Valls urbà,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.251144005,41.289295789,POINT (1.251144005 41.289295789)
F08013271,"ESQUERRA AMARGOS, MONTSERRAT",F,Farmàcia,,Montserrat Esquerrà Amargós,932296442,CR,CARRER,ANGEL MARQUES,7,,,,,,,08035,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,055,Barcelona - 07E,7853,Barcelona Horta - Guinardó,78,Barcelona,2.14193603,41.429875346,POINT (2.14193603 41.429875346)
F43003604,"LUENGO FREIXAS, ANA",F,Farmàcia,,"LUENGO FREIXAS, ANA",977213152,CM,CAMI,DE LA CUIXA,2,,,,,,,43007,43148,TARRAGONA,,36,TARRAGONES,43,TARRAGONA,242,Tarragona - 4,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.261698476,41.119028679,POINT (1.261698476 41.119028679)
F43000730,"SEGURA CASTELLVI,MIQUEL ANGEL",F,Farmàcia,,"SEGURA CASTELLVÍ, MIQUEL ÀNGEL",977890275,AV,AVINGUDA,DE LA CONCA,42,,,,,,,43424,43142,SARRAL,,16,CONCA DE BARBERA,43,TARRAGONA,162,Montblanc,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.248988873,41.447003205,POINT (1.248988873 41.447003205)
V25503942,ÒPTICA Ma DOLORS CASAS PONS,V,Òptica,F25012711,"CASAS PONS, DOLORS",,CT,CARRETERA,BERGA,23,,,,,,,25282,25193,SANT LLORENÇ DE MORUN,,35,SOLSONES,25,LLEIDA,236,El Solsonès,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.591317428,42.136664759,POINT (1.591317428 42.136664759)
P43725511,PONENT SALUT,P,Ortopèdia,,"FIRSTCARE, SL",639656634,RB,RAMBLA,DE PONENT,8,,,,,,,43006,43148,TARRAGONA,,36,TARRAGONES,43,TARRAGONA,000,No informat,0000,Desconegut,00,No informat,1.211181223,41.120539883,POINT (1.211181223 41.120539883)
F08022780,"DOMINGO RUBÍ, MERITXELL",F,Farmàcia,,MERITXELL DOMINGO RUBÍ,936998709,CR,CARRER,CALDERON DE LA BARCA,11,,,,,,,08191,08184,RUBÍ,,40,VALLES OCCIDENTAL,08,BARCELONA,309,Rubí - 1,7843,Vallès Occidental Oest,78,Barcelona,2.036441193,41.492006928,POINT (2.036441193 41.492006928)
V08540454,OPTICA FERRER,V,Òptica,,Anna Ferrer Ricart,938371954,CR,CARRER,COS,13,,,,,,,08650,08191,SALLENT,,07,BAGES,08,BARCELONA,200,Sallent,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.89495008,41.824593777,POINT (1.89495008 41.824593777)
R08672235,OLVAN,R,Farmaciola,F08020670,Ma. Rosa Ferrer Verdura,650352088,PL,PLAÇA,AJUNTAMENT,1,,,,,,,08611,08144,OLVAN,,14,BERGUEDA,08,BARCELONA,128,Baix Berguedà,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.906984578,42.056870147,POINT (1.906984578 42.056870147)
F17003474,"LLORENTE CERVERA, JAUME JOAN.",F,Farmàcia,,"LLORENTE CERVERA, JAUME JOAN",972320959,AV,AVINGUDA,SARAGOSSA,21-27,,,,ES,BA,,17220,17160,SANT FELIU DE GUÍXOLS,,10,BAIX EMPORDA,17,GIRONA,208,Sant Feliu de Guíxols,6461,Girona Nord,64,Girona,3.026680214,41.791569808,POINT (3.026680214 41.791569808)
F17000755,"FRIGOLA BEVAN, GEMMA",F,Farmàcia,,Gemma Frigola Bevan,972300692,CR,CARRER,CAVALLERS,46,,,,,,,17200,17117,PALAFRUGELL,,10,BAIX EMPORDA,17,GIRONA,172,Palafrugell,6461,Girona Nord,64,Girona,3.163645196,41.916502125,POINT (3.163645196 41.916502125)
F08000748,"ALAMOS LOPEZ, PILAR",F,Farmàcia,,Pilar Álamos López,934313391,CR,CARRER,DEL DOCTOR MARTI I JULIA,177,,,,,,,08903,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,291,L'Hospitalet de Llobregat - 04 Torrassa,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.12686195,41.369834215,POINT (2.12686195 41.369834215)
P08711371,SECCIÓ ORTOPÈDIA FARMÀCIA CARMEN BALCELLS YAÑEZ/CAMILO BALCELLS YAÑEZ,P,Ortopèdia,F08012461,Carme Balcells Yáñez (50%) i Camilo Balcells Yáñez (50%),935680947,CR,CARRER,RIU MOGENT,7,,,,,,,08170,08136,MONTORNÈS DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,164,Montornès - Montmeló,7842,Vallès Oriental,78,Barcelona,2.265563521,41.542910147,POINT (2.265563521 41.542910147)
F08005665,"AMARGOS BOSCH, MERCE/BOSCH CAUSADIAS,TERESA",F,Farmàcia,,Mercè Amargós Bosch (75%) i Ma. Teresa Bosch Causadias (25%),932301020,CR,CARRER,VILADOMAT,295,,,,,,,08029,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,023,Barcelona - 02C,7851,Barcelona Eixample,78,Barcelona,2.145354824,41.388543728,POINT (2.145354824 41.388543728)
F08005545,"NIETO CALM, MARIA DOLORS",F,Farmàcia,,Mª Dolors Nieto Calm,933184942,CR,CARRER,NOU DE LA RAMBLA,28,,,,,,,08001,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,019,Barcelona - 01D,7846,Barcelona Ciutat Vella,78,Barcelona,2.173293931,41.378244574,POINT (2.173293931 41.378244574)
V08715810,ÒPTICA BLEY,V,Òptica,,Josep Bley Carrillo,,CR,CARRER,BOFILL I MATAS,"3,",,,,,,L,08360,08040,CANET DE MAR,,21,MARESME,08,BARCELONA,093,Canet de Mar,6462,Girona Sud,64,Girona,2.583558836,41.58848866,POINT (2.583558836 41.58848866)
F08015649,"NICOLAU MONTERO, NATALIA",F,Farmàcia,,Natalia Nicolau Montero,934273220,CR,CARRER,PORRERA,21,,,,,,,08031,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,056,Barcelona - 07F,7853,Barcelona Horta - Guinardó,78,Barcelona,2.159719859,41.438050273,POINT (2.159719859 41.438050273)
F08734386,JUAN MAHIQUES MARIA VICENTA i PRIOR DURAN MARIA LUISA,F,Farmàcia,,JUAN MAHIQUES MARIA VICENTA i PRIOR DURAN MARIA LUISA,,AV,AVINGUDA,ANTONI GAUDI,16,,,,,,,08755,08054,CASTELLBISBAL,,40,VALLES OCCIDENTAL,08,BARCELONA,399,Castellbisbal,7843,Vallès Occidental Oest,78,Barcelona,1.983523554,41.47683288,POINT (1.983523554 41.47683288)
F08015825,"VILLANUEVA PUIG, M.PILAR",F,Farmàcia,,Ma. Pilar Villanueva Puig,932033412,CR,CARRER,SAGRAT COR,8,,,,,,,08034,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,045,Barcelona - 05D,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.119755063,41.400198515,POINT (2.119755063 41.400198515)
V08736802,GENERAL OPTICA,V,Òptica,,"GENERAL OPTICA, SA",636265560,AV,AVINGUDA,DIAGONAL,3,,,,,,,08019,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,072,Barcelona - 10B,7847,Barcelona Sant Martí,78,Barcelona,2.216405805,41.410426015,POINT (2.216405805 41.410426015)
V08505869,ÒPTICA 2000,V,Òptica,,GRANDVISION SPAIN GRUPO ÓPTICO SAU,937230127,AV,AVINGUDA,FRANCESC MACIA,58-60,,,,,,,08208,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,192,Sabadell - 2,7844,Vallès Occidental Est,78,Barcelona,2.098081341,41.554182465,POINT (2.098081341 41.554182465)
F08018449,"VIAYNA CARDONA, CRISTINA",F,Farmàcia,,Cristina Viayna Cardona,935553308,AV,AVINGUDA,PRESIDENT JOHN F KENNEDY,5,,,,,,,08320,08118,EL MASNOU,,21,MARESME,08,BARCELONA,362,Ocata - Teià,7867,Barcelonès Nord i Maresme,78,Barcelona,2.327682199,41.481580683,POINT (2.327682199 41.481580683)
A08559670,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",937255555,CR,CARRER,RAMBLA,7,,,,,,,08202,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,190,Sabadell - 1A,7844,Vallès Occidental Est,78,Barcelona,2.109500149,41.545833773,POINT (2.109500149 41.545833773)
V08508612,ÒPTICA BARCELÓ,V,Òptica,,"DECTRA 75, SL",,AV,AVINGUDA,CONSTITUCIO,183,,,,,,,08860,08056,CASTELLDEFELS,,11,BAIX LLOBREGAT,08,BARCELONA,365,Castelldefels - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,1.976000184,41.276799104,POINT (1.976000184 41.276799104)
F08672034,"BONAMUSA OLIVA, LLUÍS",F,Farmàcia,,Lluís Bonamusa Oliva,930382028,CR,CARRER,MURILLO,8,,,,,,,08339,08214,VILASSAR DE DALT,,21,MARESME,08,BARCELONA,353,Vilassar de Dalt,7867,Barcelonès Nord i Maresme,78,Barcelona,2.359679055,41.514379701,POINT (2.359679055 41.514379701)
F08000794,"DE GABRIEL BLASCO, CARLES",F,Farmàcia,,Carles de Gabriel Blasco,932494923,CR,CARRER,PUJOS,49,,,,,,,08904,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,290,L'Hospitalet de Llobregat - 03 Colblanc,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.117844449,41.372939754,POINT (2.117844449 41.372939754)
F08014170,"PAGANO ROSON,FELIX J.",F,Farmàcia,,Félix J. Pagano Rosón,932204668,CR,CARRER,JUAN DE MENA,1-3,,,,,,,08035,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,055,Barcelona - 07E,7853,Barcelona Horta - Guinardó,78,Barcelona,2.147664034,41.430623807,POINT (2.147664034 41.430623807)
F08019925,"ROCAMORA PUJOL, ELISABET GEMMA",F,Farmàcia,,ELISABET GEMMA ROCAMORA PUJOL,937703684,PS,PASSEIG,ESGLESIA,4,,,,,,,08630,08001,ABRERA,,11,BAIX LLOBREGAT,08,BARCELONA,370,Abrera,7831,Baix Llobregat Nord,78,Barcelona,1.902124995,41.516479961,POINT (1.902124995 41.516479961)
P08718338,FARMÀCIA XAPELLÍ,P,Ortopèdia,F08022621,Anna Xapellí Mias,935880708,AV,AVINGUDA,CATALUNYA,14,,,,,,,08191,08184,RUBÍ,,40,VALLES OCCIDENTAL,08,BARCELONA,310,Rubí - 2,7843,Vallès Occidental Oest,78,Barcelona,2.032489057,41.493484672,POINT (2.032489057 41.493484672)
V25714693,FEDERÒPTICS BROSED,V,Òptica,,Xavier Brosed Daurell,973742029,CR,CARRER,MAJOR,47,,,,,,,25100,25019,ALMACELLES,,33,SEGRIA,25,LLEIDA,334,Almacelles,6156,Lleida,61,Lleida,0.43887841,41.72996279,POINT (0.43887841 41.72996279)
V08719606,GENERAL OPTICA,V,Òptica,,"GENERAL OPTICA, SA",933037970,PS,PASSEIG,FABRA I PUIG,214,,,,,,,08016,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,385,Barcelona - 08J,7854,Barcelona Nou Barris,78,Barcelona,2.177851968,41.430390347,POINT (2.177851968 41.430390347)
A08765560,ONACUSTICA CENTRES AUDITIUS,A,Audiopròtesi,,GRUPONA SERVEIS AUDITIUS,937999892,AV,AVINGUDA,PRESIDENT COMPANYS,67,,,,,,,08911,08015,BADALONA,,13,BARCELONES,08,BARCELONA,273,Badalona - 02,7867,Barcelonès Nord i Maresme,78,Barcelona,2.247666745,41.455312314,POINT (2.247666745 41.455312314)
F08014980,"TORRELL CORTADA,LOURDES/BEA GIRONS,LLUIS",F,Farmàcia,,Lourdes Torrell Cortada i Lluís Bea Girons,933308723,AV,AVINGUDA,DIAGONAL,635,,,,,,,08028,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,041,Barcelona - 04C,7848,Barcelona Les Corts,78,Barcelona,2.123938708,41.387022833,POINT (2.123938708 41.387022833)
A08708361,AURAL,A,Audiopròtesi,,Widex Audífonos SA,671154046,CR,CARRER,ARIBAU,169,,,,,,,08036,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,025,Barcelona - 02E,7851,Barcelona Eixample,78,Barcelona,2.152471942,41.393433607,POINT (2.152471942 41.393433607)
F08023618,"VILARDELL VILA, MARIA NURIA",F,Farmàcia,,Ma. Núria Vilardell Vila,,CR,CARRER,RIUS I TAULET,11,,,,,,,08272,08213,SANT FRUITÓS DE BAGES,,07,BAGES,08,BARCELONA,211,Navarcles - Sant Fruitós de Bages,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.875885056,41.753076201,POINT (1.875885056 41.753076201)
V08559134,ÒPTICA JAUMIRA,V,Òptica,,Jordi Jaumira Areñas,,CR,CARRER,SANT MIQUEL,42,,,,,,,08570,08285,TORELLÓ,,24,OSONA,08,BARCELONA,254,Vall del Ges,6745,Osona,67,Catalunya Central,2.26312112,42.048128106,POINT (2.26312112 42.048128106)
V08555027,ÒPTICA MACIÀ,V,Òptica,,"Bueso Escude, Ana M.",,CR,CARRER,MAJOR,162,,,,,,,08208,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,192,Sabadell - 2,7844,Vallès Occidental Est,78,Barcelona,2.097924561,41.557557444,POINT (2.097924561 41.557557444)
V08563437,GABINET ÒPTIC,V,Òptica,,,,CR,CARRER,CIUTAT,38,,,,,,,08600,08022,BERGA,,14,BERGUEDA,08,BARCELONA,082,Berga,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.844721237,42.102411252,POINT (1.844721237 42.102411252)
F08008070,"SEGURA BOIX, JOSEP BERNAT",F,Farmàcia,,Josep Bernat Segura Boix,934411073,CR,CARRER,DE LA FRANÇA XICA,9,,,,,,,08004,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,033,Barcelona - 03B,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.15904659,41.372093256,POINT (2.15904659 41.372093256)
A08559656,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",636265560,CR,CARRER,PROGRES,52,,,,,,,08904,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,290,L'Hospitalet de Llobregat - 03 Colblanc,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.119753545,41.373882634,POINT (2.119753545 41.373882634)
F08004380,"HOUARI, MERIYEM",F,Farmàcia,,MERIYEM HOUARI,934879147,CR,CARRER,ARAGO,260,,,,,,,08007,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,024,Barcelona - 02D,7851,Barcelona Eixample,78,Barcelona,2.163257799,41.390743633,POINT (2.163257799 41.390743633)
F43000089,"SALOM BELTRAN, ARTUR/SALOM JOVANI,ANGELA",F,Farmàcia,,"SALOM BELTRAN, ARTUR i ÀNGELA SALOM JOVANÍ",977704076,CR,CARRER,SEBASTIÀ JUAN ARBÓ,85,,,,,,,43870,43014,AMPOSTA,,22,MONTSIA,43,TARRAGONA,004,Amposta,6360,Terres de l'Ebre,63,Terres de l'Ebre,0.57545523,40.706172476,POINT (0.57545523 40.706172476)
F43002520,"BRUFAU DE BARBERA, ANTON / BRUFAU BONET, M. TERESA",F,Farmàcia,,Anton Brufau de Barberà i M. Teresa Brufau Bonet,977771089,CR,CARRER,MAS DE L'ABELLO,24,,,,,,,43204,43123,REUS,,08,BAIX CAMP,43,TARRAGONA,306,Reus - 4,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.120082446,41.148284863,POINT (1.120082446 41.148284863)
V08528873,SOLOPTICAL,V,Òptica,,"SOLOPTICAL SIERPES, SL",,GV,GRAN VIA,DE LES CORTS CATALANES,373,,,,,A,,08015,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,022,Barcelona - 02B,7851,Barcelona Eixample,78,Barcelona,2.149957276,41.376006901,POINT (2.149957276 41.376006901)
V08722373,AD OPTICA,V,Òptica,,Alexandre Duran Martinez,691670310,CR,CARRER,ITALIA,11,,,,,,,08320,08118,EL MASNOU,,21,MARESME,08,BARCELONA,362,Ocata - Teià,7867,Barcelonès Nord i Maresme,78,Barcelona,2.317474764,41.48257417,POINT (2.317474764 41.48257417)
F08010802,"BURON PEREZ, MONTSERRAT",F,Farmàcia,,Montserrat Burón Pérez,933074457,CR,CARRER,SELVA DEL MAR,273,,,,,,,08020,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,078,Barcelona - 10H,7847,Barcelona Sant Martí,78,Barcelona,2.19603038,41.418528049,POINT (2.19603038 41.418528049)
F17002689,"FAJOL AYNIER, DOLORS",F,Farmàcia,,"FAJOL AYNIER, Mª DOLORS",972451664,CR,CARRER,JOAN CARLES,78 B,,,,,,,17486,17047,CASTELLÓ D'EMPÚRIES,,02,ALT EMPORDA,17,GIRONA,189,Roses,6461,Girona Nord,64,Girona,3.11612085,42.251580657,POINT (3.11612085 42.251580657)
F08015656,"MONTAÑES BONCOMPTE, JOAN",F,Farmàcia,,"MONTAÑES BONCOMPTE, JOAN",933733002,CR,CARRER,JOHN F. KENNEDY,1,,,,,,,08970,08217,SANT JOAN DESPÍ,,11,BAIX LLOBREGAT,08,BARCELONA,214,Sant Joan Despí - 2,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.073839377,41.36706397,POINT (2.073839377 41.36706397)
F08023992,"PUIG AMPURDANES, ROSA",F,Farmàcia,,Rosa Puig Ampurdanés,934773295,PL,PLAÇA,MARIA AURELIA CAPMANY,5,,,,,,,08970,08217,SANT JOAN DESPÍ,,11,BAIX LLOBREGAT,08,BARCELONA,213,Sant Joan Despí - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.057736908,41.376716936,POINT (2.057736908 41.376716936)
V08550283,VISTAÒPTICA,V,Òptica,,"B2B OPTICAL, SL",932744490,CR,CARRER,GRAN DE SANT ANDREU,217,,,,,T,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.18941962,41.434205807,POINT (2.18941962 41.434205807)
V08511975,ÒPTICA STYLOS,V,Òptica,,Ricardo Marcet,,RB,RAMBLA,11 de setembre,11,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,065,Barcelona - 09A,7855,Barcelona Sant Andreu,78,Barcelona,2.194357919,41.429810012,POINT (2.194357919 41.429810012)
F08004365,"ALCAHUD LARA, ANA",F,Farmàcia,,Ana Alcahud Lara,934324396,CR,CARRER,BURGOS,68,,,,,,,08014,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,036,Barcelona - 03E,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.135359321,41.372848251,POINT (2.135359321 41.372848251)
F08004774,"SERRA TRULL, ANDREU",F,Farmàcia,,Andreu Serra Trull,934301120,CR,CARRER,BERLIN,71,,,,,,,08029,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,039,Barcelona - 04A,7848,Barcelona Les Corts,78,Barcelona,2.139821748,41.383793075,POINT (2.139821748 41.383793075)
F08017967,"VILES LLADÓ, EDGAR/MIRAVETE PALANQUES/ANNA",F,Farmàcia,,EDGAR VILES LLADÓ/ANNA MIRAVETE PALANQUES,933500311,CR,CARRER,Pintor Alsamora/Pg Andreu Nin (CC SOM),S/N,,,,,,,08016,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,058,Barcelona-8B,7854,Barcelona Nou Barris,78,Barcelona,2.179044456,41.435024852,POINT (2.179044456 41.435024852)
A08556292,AUDIKA CENTROS AUDITIVOS TRAVESSERA DE GRACIA,A,Audiopròtesi,,"AUDIO SELECCION, SL",680286399,TS,TRAVESSERA,GRACIA,32,,,,,,,08021,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.147723236,41.394810261,POINT (2.147723236 41.394810261)
F43000177,"DE MIGUEL GASOL, JOSEFINA",F,Farmàcia,,"DE MIGUEL GASOL, JOSEFINA",977620041,AV,AVINGUDA,CATALUNYA,1,,,,,,,43812,43034,BRÀFIM,,01,ALT CAMP,43,TARRAGONA,262,Alt Camp Est,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.341047121,41.26859895,POINT (1.341047121 41.26859895)
V08715295,MULTIOPTICAS,V,Òptica,,NEWCO RETAIL NORESTE SLU,618204504,CR,CARRER,SANTS,142,,,,,,,08028,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,036,Barcelona - 03E,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.133884797,41.375542719,POINT (2.133884797 41.375542719)
V25715707,FARMACIA OPTICA ERMINIA ALDAVO PINEDA,V,Òptica,F25001621,"GARCIA ALDAVO, ERNEST",973450214,PS,PASSEIG,DE L'ESTACIO,10,,,,,,,25600,25040,BALAGUER,,23,NOGUERA,25,LLEIDA,014,Balaguer,6156,Lleida,61,Lleida,0.808942787,41.789271407,POINT (0.808942787 41.789271407)
P08753893,FARMÀCIA LAURA PEDRÓ,P,Ortopèdia,F08025319,Laura Pedró Pujibet,620440431,CR,CARRER,Jacint Verdaguer,12,,,,,,,08755,08054,CASTELLBISBAL,,40,VALLES OCCIDENTAL,08,BARCELONA,399,Castellbisbal,7843,Vallès Occidental Oest,78,Barcelona,,,
V08552516,CLAR ÒPTICS S.C.P.,V,Òptica,,CLAR ÒPTICS S.C.P.,936531109,CR,CARRER,ESTATUT,13,,,,,,,08740,08196,SANT ANDREU DE LA BARC,,11,BAIX LLOBREGAT,08,BARCELONA,201,Sant Andreu de la Barca,7831,Baix Llobregat Nord,78,Barcelona,1.970351152,41.447331119,POINT (1.970351152 41.447331119)
F08006179,"MARTÍ SANROMÀ, CATALINA/GARCIA MARTI, MARIA",F,Farmàcia,,CATALINA MARTÍ SANROMÀ/MARIA GARCIA MARTÍ,934535469,CR,CARRER,COMTE D'URGELL,95,,,,,,,08011,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,022,Barcelona - 02B,7851,Barcelona Eixample,78,Barcelona,2.155838703,41.383990798,POINT (2.155838703 41.383990798)
A08709823,MASVISION CABRERA DE MAR,A,Audiopròtesi,,GRANDVISION SPAIN GRUPO ÓPTICO SAU,933632838,CT,CARRETERA,"N-II, km. 644",24-25,,,,,,,08349,08029,CABRERA DE MAR,,21,MARESME,08,BARCELONA,271,Vilassar de Mar,7867,Barcelonès Nord i Maresme,78,Barcelona,2.394452404,41.526010286,POINT (2.394452404 41.526010286)
A08709333,L'ÒPTICA UNIVERSITÀRIA,A,Audiopròtesi,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,PL,PLAÇA,undefined,3,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.178389965,41.382405391,POINT (2.178389965 41.382405391)
F43000890,"RUBIO SANROMÀ, CLARA.",F,Farmàcia,,Clara Rubio Sanromà,977233521,CR,CARRER,UNIÓ,17,,,,,,,43001,43148,TARRAGONA,,36,TARRAGONES,43,TARRAGONA,364,Tarragona - 8,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.251925158,41.114943615,POINT (1.251925158 41.114943615)
F08767913,"MAURI ROCA, MARIA FE",F,Farmàcia,,MAURI ROCA MARIA FE,935005356,CR,CARRER,SANT PERE REGALAT,84,,,,,,,08254,08182,EL PONT DE VILOMARA I,,07,BAGES,08,BARCELONA,219,Sant Vicenç de Castellet,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.873937336,41.703341805,POINT (1.873937336 41.703341805)
F08015751,"PICORNELL SABATÉ, AINA",F,Farmàcia,,"PICORNELL SABATE, AINA",938072216,AV,AVINGUDA,JAUME RECODER,62-64,,,,,,,08301,08121,MATARÓ,,21,MARESME,08,BARCELONA,152,Mataró - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.44347311,41.533732394,POINT (2.44347311 41.533732394)
F17001830,"REIXACH VILLEGAS,MARTA/TRIAS MARCET,SUSANNA/RUBAU RIERA,M.ANGELA/TARRES SUÑER,ANNA MARIA",F,Farmàcia,,"REIXACH VILLEGAS MARTA; RUBAU RIERA, ÀNGELA, TARRES SUÑER, ANNA M.,TRIAS MARCET, SUSANNA",972300000,CR,CARRER,SAGUNTO,36,,,,,,,17200,17117,PALAFRUGELL,,10,BAIX EMPORDA,17,GIRONA,172,Palafrugell,6461,Girona Nord,64,Girona,3.170036189,41.915751055,POINT (3.170036189 41.915751055)
